tagId,timestamp,dateTime,loc(x),loc(y),loc(z),yaw,roll,pitch,acc(x),acc(y),acc(z),gyro,magnetic,label
26660,1650215186.47,"19:06:26,470000",990,5971,1383,1.449,0.068,-0.073,23,209,939,"{'x': 10.25, 'y': 0.375, 'z': 13.5625}","{'x': -20.75, 'y': 2.5, 'z': -34.1875}",2
26651,1650215186.547,"19:06:26,547000",3149,4968,922,0.016,0.063,-0.003,58,0,952,"{'x': 0, 'y': 0.0625, 'z': -0.125}","{'x': 1.1875, 'y': 7.875, 'z': -15.75}",2
26660,1650215186.619,"19:06:26,619000",953,5838,1393,1.403,0.06,-0.075,39,198,700,"{'x': 1.4375, 'y': 13.8125, 'z': 19.3125}","{'x': -20.5, 'y': 4, 'z': -33.6875}",2
26651,1650215186.693,"19:06:26,693000",3150,4970,929,0.016,0.063,-0.003,57,0,952,"{'x': 0.125, 'y': 0, 'z': 0.0625}","{'x': 1.1875, 'y': 7.5625, 'z': -16.5625}",2
26660,1650215186.765,"19:06:26,765000",922,5708,1405,1.361,0.063,-0.069,41,135,734,"{'x': 12.8125, 'y': 2.125, 'z': 15.6875}","{'x': -20.5, 'y': 5, 'z': -34.1875}",2
26651,1650215186.856,"19:06:26,856000",3146,4970,918,0.016,0.063,-0.003,57,2,952,"{'x': 0.125, 'y': -0.125, 'z': 0.0625}","{'x': 1.1875, 'y': 7.5625, 'z': -15.75}",2
26660,1650215186.929,"19:06:26,929000",902,5578,1423,1.309,0.062,-0.041,-3,75,1042,"{'x': -4.25, 'y': 1, 'z': 27.875}","{'x': -20.375, 'y': 5, 'z': -34.25}",2
26651,1650215187.01,"19:06:27,010000",3141,4971,875,0.016,0.063,-0.003,58,2,954,"{'x': -0.1875, 'y': 0.125, 'z': -0.0625}","{'x': 0.375, 'y': 7.5625, 'z': -15.375}",2
26660,1650215187.081,"19:06:27,081000",888,5444,1419,1.244,0.064,-0.027,3,-146,1328,"{'x': -30.9375, 'y': -2.1875, 'z': 25.75}","{'x': -19.25, 'y': 7.25, 'z': -33.5625}",2
26651,1650215187.161,"19:06:27,161000",3140,4969,874,0.016,0.063,-0.003,56,2,953,"{'x': 0.125, 'y': -0.25, 'z': 0.0625}","{'x': 1.1875, 'y': 7.1875, 'z': -17.375}",2
26660,1650215187.241,"19:06:27,241000",875,5308,1415,1.141,0.056,-0.051,-128,73,875,"{'x': -25.25, 'y': 12.8125, 'z': 49.0625}","{'x': -19.25, 'y': 8.375, 'z': -35.1875}",2
26651,1650215187.321,"19:06:27,321000",3137,4969,873,0.016,0.063,-0.003,56,1,954,"{'x': 0.125, 'y': 0, 'z': 0}","{'x': 1.1875, 'y': 6.75, 'z': -15.375}",2
26660,1650215187.383,"19:06:27,383000",886,5171,1413,1.029,0.076,-0.045,45,127,791,"{'x': 5.9375, 'y': 2.5625, 'z': 30.6875}","{'x': -18.25, 'y': 10.5625, 'z': -34.5}",2
26651,1650215187.483,"19:06:27,483000",3139,4968,885,0.016,0.063,-0.003,57,1,957,"{'x': 0, 'y': 0, 'z': -0.0625}","{'x': 0.75, 'y': 6.375, 'z': -16.5625}",2
26660,1650215187.553,"19:06:27,553000",900,5036,1390,0.958,0.071,-0.04,8,50,1048,"{'x': 10.75, 'y': -2.375, 'z': 22.75}","{'x': -16.375, 'y': 12.375, 'z': -33.6875}",2
26651,1650215187.638,"19:06:27,638000",3144,4970,883,0.016,0.063,-0.003,56,0,951,"{'x': 0, 'y': 0.0625, 'z': 0}","{'x': 0.75, 'y': 7.1875, 'z': -16.5625}",2
26660,1650215187.71,"19:06:27,710000",930,4900,1400,0.909,0.055,-0.004,69,-83,1064,"{'x': 35.5, 'y': 3.125, 'z': 11.5625}","{'x': -16, 'y': 12.6875, 'z': -35.75}",2
26651,1650215187.803,"19:06:27,803000",3142,4970,899,0.016,0.063,-0.003,57,1,955,"{'x': -0.1875, 'y': 0, 'z': 0}","{'x': 0, 'y': 7.1875, 'z': -17}",2
26660,1650215187.873,"19:06:27,873000",962,4763,1394,0.898,0.052,-0.031,69,-82,1119,"{'x': 0.625, 'y': -5.75, 'z': 3.25}","{'x': -16, 'y': 13.0625, 'z': -35.375}",2
26651,1650215187.946,"19:06:27,946000",3148,4972,909,0.016,0.063,-0.003,57,2,951,"{'x': -0.25, 'y': 0, 'z': 0}","{'x': 0.375, 'y': 8.25, 'z': -17}",2
26660,1650215188.03,"19:06:28,030000",1014,4637,1396,0.889,0.059,-0.043,22,111,930,"{'x': -18.25, 'y': -1.25, 'z': 11.625}","{'x': -15.25, 'y': 11.6875, 'z': -35.25}",2
26651,1650215188.106,"19:06:28,106000",3150,4971,915,0.016,0.063,-0.003,55,1,955,"{'x': -0.4375, 'y': 0.1875, 'z': 0}","{'x': 1.1875, 'y': 7.875, 'z': -15.75}",2
26660,1650215188.188,"19:06:28,188000",1076,4514,1406,0.833,0.051,-0.046,-44,73,983,"{'x': 17, 'y': 2.625, 'z': 29.3125}","{'x': -15.25, 'y': 13.0625, 'z': -35.375}",2
26651,1650215188.269,"19:06:28,269000",3150,4971,913,0.016,0.063,-0.003,54,4,955,"{'x': 0.125, 'y': -0.3125, 'z': -0.0625}","{'x': 0.75, 'y': 7.5625, 'z': -16.1875}",2
26660,1650215188.354,"19:06:28,354000",1162,4391,1349,0.74,0.077,0,-40,-76,1119,"{'x': 9.4375, 'y': 6, 'z': 37.25}","{'x': -13.75, 'y': 16.0625, 'z': -35.25}",2
26651,1650215188.43,"19:06:28,430000",3146,4972,936,0.016,0.063,-0.003,58,2,957,"{'x': 0.25, 'y': -0.0625, 'z': -0.125}","{'x': 1.1875, 'y': 7.5625, 'z': -15.75}",2
26660,1650215188.512,"19:06:28,512000",1246,4274,1351,0.577,0.074,-0.001,-15,0,996,"{'x': 15.5625, 'y': -7.1875, 'z': 57.6875}","{'x': -11.5, 'y': 18.375, 'z': -35}",2
26651,1650215188.603,"19:06:28,603000",3148,4972,938,0.016,0.063,-0.003,56,1,955,"{'x': 0.5, 'y': -0.1875, 'z': -0.0625}","{'x': 1.1875, 'y': 7.5625, 'z': -16.5625}",2
26660,1650215188.68,"19:06:28,680000",1333,4180,1336,0.468,0.069,-0.012,67,56,953,"{'x': -2.5625, 'y': -2, 'z': 30.125}","{'x': -8.6875, 'y': 18.6875, 'z': -34.6875}",2
26651,1650215188.762,"19:06:28,762000",3153,4972,940,0.016,0.063,-0.003,57,3,956,"{'x': 0.0625, 'y': 0.125, 'z': 0.0625}","{'x': 0.75, 'y': 7.1875, 'z': -16.5625}",2
26660,1650215188.842,"19:06:28,842000",1418,4104,1329,0.42,0.095,-0.016,97,-37,1131,"{'x': -21.8125, 'y': -11.375, 'z': -0.5}","{'x': -8.6875, 'y': 19.0625, 'z': -34.6875}",2
26651,1650215188.925,"19:06:28,925000",3153,4970,930,0.016,0.063,-0.003,56,0,954,"{'x': 0.0625, 'y': -0.0625, 'z': -0.125}","{'x': 0.375, 'y': 7.5625, 'z': -15.75}",2
26660,1650215189.01,"19:06:29,010000",1523,4028,1337,0.411,0.089,-0.029,6,0,994,"{'x': -26, 'y': 9.8125, 'z': 3.3125}","{'x': -9.375, 'y': 18.6875, 'z': -36}",2
26651,1650215189.099,"19:06:29,099000",3150,4970,931,0.016,0.063,-0.003,56,0,950,"{'x': 0.3125, 'y': -0.125, 'z': 0}","{'x': 0.75, 'y': 8.25, 'z': -16.1875}",2
26660,1650215189.168,"19:06:29,168000",1632,3958,1339,0.35,0.098,-0.047,46,188,745,"{'x': -4.25, 'y': -6.875, 'z': 19.875}","{'x': -8.6875, 'y': 18, 'z': -36.0625}",2
26651,1650215189.268,"19:06:29,268000",3156,4971,944,0.016,0.063,-0.003,55,3,953,"{'x': -0.125, 'y': 0.0625, 'z': 0}","{'x': 1.1875, 'y': 7.875, 'z': -14.875}",2
26660,1650215189.342,"19:06:29,342000",1632,3958,1339,0.275,0.097,-0.029,-8,-28,1231,"{'x': 24.25, 'y': 12.0625, 'z': 36.5625}","{'x': -6.75, 'y': 19.5, 'z': -35.75}",2
26651,1650215189.403,"19:06:29,403000",3154,4973,919,0.016,0.063,-0.003,56,1,953,"{'x': -0.125, 'y': -0.0625, 'z': -0.125}","{'x': 0.375, 'y': 6.75, 'z': -16.1875}",2
26660,1650215189.492,"19:06:29,492000",1744,3893,1347,0.146,0.089,-0.036,-39,-125,1097,"{'x': -2.6875, 'y': 11.0625, 'z': 50.3125}","{'x': -4.875, 'y': 17.5625, 'z': -37.0625}",2
26651,1650215189.589,"19:06:29,589000",3158,4976,903,0.016,0.063,-0.003,56,-1,956,"{'x': -0.0625, 'y': -0.125, 'z': -0.0625}","{'x': 0.75, 'y': 7.875, 'z': -15.25}",2
26660,1650215189.655,"19:06:29,655000",1855,3834,1343,6.257,0.068,-0.019,-57,17,1059,"{'x': -20.6875, 'y': -0.1875, 'z': 71.6875}","{'x': -0.5, 'y': 18.25, 'z': -37.75}",2
26651,1650215189.744,"19:06:29,744000",3157,4977,893,0.016,0.063,-0.003,56,2,955,"{'x': 0.0625, 'y': -0.0625, 'z': 0}","{'x': 0.75, 'y': 7.1875, 'z': -15.75}",2
26660,1650215189.819,"19:06:29,819000",1962,3788,1344,6.113,0.071,-0.005,38,77,949,"{'x': 3.0625, 'y': -3.1875, 'z': 43.5625}","{'x': 2.0625, 'y': 19.6875, 'z': -36.5625}",2
26651,1650215189.91,"19:06:29,910000",3153,4977,905,0.016,0.063,-0.003,56,0,956,"{'x': 0.3125, 'y': -0.375, 'z': 0.0625}","{'x': 0, 'y': 6.75, 'z': -16.1875}",2
26660,1650215189.991,"19:06:29,991000",2067,3752,1366,6.016,0.077,-0.031,49,125,997,"{'x': 21.1875, 'y': -4.625, 'z': 27.1875}","{'x': 4, 'y': 18.5625, 'z': -36.5625}",2
26651,1650215190.081,"19:06:30,081000",3152,4976,894,0.016,0.063,-0.003,56,0,955,"{'x': 0.125, 'y': -0.1875, 'z': 0}","{'x': 1.1875, 'y': 7.5625, 'z': -17}",2
26660,1650215190.142,"19:06:30,142000",2198,3730,1366,5.988,0.098,-0.036,78,64,745,"{'x': 56.375, 'y': -1.625, 'z': 15.8125}","{'x': 3.5625, 'y': 17.875, 'z': -37.5}",2
26651,1650215190.226,"19:06:30,226000",3145,4976,898,0.016,0.063,-0.003,55,2,956,"{'x': -0.1875, 'y': -0.0625, 'z': 0.125}","{'x': 0.375, 'y': 7.875, 'z': -15.75}",2
26651,1650215190.409,"19:06:30,409000",3147,4976,896,0.016,0.063,-0.003,56,0,954,"{'x': 0.3125, 'y': 0.0625, 'z': 0.125}","{'x': 1.1875, 'y': 7.5625, 'z': -17}",2
26660,1650215190.489,"19:06:30,489000",2339,3727,1372,5.834,0.086,-0.022,44,-18,1182,"{'x': -8.9375, 'y': -3.5625, 'z': 39.1875}","{'x': 6.5625, 'y': 15.5625, 'z': -37.6875}",2
26651,1650215190.567,"19:06:30,567000",3143,4976,886,0.016,0.063,-0.003,58,1,953,"{'x': 0, 'y': 0, 'z': -0.0625}","{'x': 0.375, 'y': 7.5625, 'z': -15.75}",2
26660,1650215190.638,"19:06:30,638000",2469,3730,1360,5.732,0.081,-0.022,34,-150,1233,"{'x': -25.4375, 'y': -1.5, 'z': 42.375}","{'x': 8.0625, 'y': 15.5625, 'z': -37.6875}",2
26651,1650215190.71,"19:06:30,710000",3143,4974,852,0.016,0.063,-0.003,55,1,951,"{'x': 0, 'y': -0.375, 'z': 0.0625}","{'x': 0.75, 'y': 7.1875, 'z': -15.75}",2
26660,1650215190.782,"19:06:30,782000",2596,3742,1360,5.6,0.06,-0.04,-80,119,876,"{'x': -8.9375, 'y': 5.5625, 'z': 48.4375}","{'x': 10.25, 'y': 13.75, 'z': -37.6875}",2
26651,1650215190.867,"19:06:30,867000",3149,4973,891,0.016,0.063,-0.003,55,0,953,"{'x': 0, 'y': -0.125, 'z': -0.0625}","{'x': 0.75, 'y': 7.875, 'z': -16.1875}",2
26660,1650215190.937,"19:06:30,937000",2703,3765,1425,5.485,0.062,-0.043,-12,126,740,"{'x': 13.3125, 'y': 6.1875, 'z': 37.25}","{'x': 12.1875, 'y': 11.1875, 'z': -37.75}",2
26651,1650215191.018,"19:06:31,018000",3144,4973,884,0.016,0.063,-0.003,59,1,955,"{'x': 0.0625, 'y': 0, 'z': 0}","{'x': 1.5625, 'y': 8.25, 'z': -16.1875}",2
26660,1650215191.088,"19:06:31,088000",2828,3808,1404,5.396,0.065,-0.025,59,85,989,"{'x': 5.875, 'y': -11, 'z': 37.25}","{'x': 14.375, 'y': 10.75, 'z': -37.6875}",2
26651,1650215191.156,"19:06:31,156000",3140,4977,874,0.016,0.063,-0.003,57,2,953,"{'x': -0.25, 'y': 0.125, 'z': 0}","{'x': 0.375, 'y': 7.5625, 'z': -15.25}",2
26660,1650215191.226,"19:06:31,226000",2927,3855,1426,5.329,0.073,-0.048,83,204,935,"{'x': 9.3125, 'y': -9.25, 'z': 6.4375}","{'x': 14, 'y': 8.5625, 'z': -38.875}",2
26651,1650215191.317,"19:06:31,317000",3140,4979,865,0.016,0.063,-0.003,57,1,952,"{'x': 0.3125, 'y': -0.1875, 'z': 0}","{'x': 0.75, 'y': 7.1875, 'z': -16.5625}",2
26660,1650215191.389,"19:06:31,389000",3049,3921,1412,5.321,0.071,-0.062,54,96,679,"{'x': 2.5, 'y': 12.5625, 'z': 12.5}","{'x': 14.375, 'y': 9.6875, 'z': -37}",2
26651,1650215191.464,"19:06:31,464000",3139,4981,873,0.016,0.063,-0.003,55,1,953,"{'x': 0, 'y': 0, 'z': 0}","{'x': 0.375, 'y': 7.5625, 'z': -15.75}",2
26660,1650215191.537,"19:06:31,537000",3157,3997,1392,5.263,0.08,-0.053,92,180,802,"{'x': 11.3125, 'y': -6.5625, 'z': 20.75}","{'x': 14.375, 'y': 7.25, 'z': -38.25}",2
26651,1650215191.617,"19:06:31,617000",3132,4979,869,0.016,0.063,-0.003,55,1,955,"{'x': 0, 'y': -0.0625, 'z': 0.0625}","{'x': 1.1875, 'y': 7.1875, 'z': -16.5625}",2
26651,1650215191.781,"19:06:31,781000",3129,4979,870,0.016,0.063,-0.003,57,4,954,"{'x': 0.25, 'y': -0.0625, 'z': 0}","{'x': 0.75, 'y': 7.875, 'z': -15.25}",2
26660,1650215191.856,"19:06:31,856000",3242,4076,1370,5.108,0.044,-0.017,-50,-298,1482,"{'x': -31.25, 'y': 6.375, 'z': 42.8125}","{'x': 17, 'y': 3.6875, 'z': -37.875}",2
26651,1650215191.928,"19:06:31,928000",3130,4977,852,0.016,0.063,-0.003,59,4,953,"{'x': 0.125, 'y': -0.125, 'z': -0.0625}","{'x': 0.75, 'y': 7.875, 'z': -16.1875}",2
26660,1650215191.998,"19:06:31,998000",3242,4076,1370,4.998,0.05,-0.053,-58,-22,1034,"{'x': -26.5, 'y': -6.125, 'z': 43.9375}","{'x': 18.5, 'y': 2.25, 'z': -37.5625}",2
26651,1650215192.081,"19:06:32,081000",3132,4978,842,0.016,0.063,-0.003,56,0,955,"{'x': -0.1875, 'y': 0, 'z': 0}","{'x': 1.1875, 'y': 7.5625, 'z': -15.25}",2
26660,1650215192.141,"19:06:32,141000",3327,4190,1336,4.892,0.061,-0.058,39,230,707,"{'x': -7.5, 'y': 8.6875, 'z': 22.1875}","{'x': 16.5625, 'y': -0.375, 'z': -38}",2
26651,1650215192.222,"19:06:32,222000",3133,4976,837,0.016,0.063,-0.003,56,0,954,"{'x': 0, 'y': 0, 'z': -0.0625}","{'x': 0.75, 'y': 7.5625, 'z': -15.75}",2
26651,1650215192.411,"19:06:32,411000",3132,4976,845,0.016,0.063,-0.003,62,2,954,"{'x': 0, 'y': -0.125, 'z': -0.0625}","{'x': 0.75, 'y': 7.875, 'z': -15.25}",2
26660,1650215192.491,"19:06:32,491000",3327,4190,1336,4.84,0.072,-0.002,38,-234,1484,"{'x': -41.875, 'y': 0.4375, 'z': -3.6875}","{'x': 17.375, 'y': -0.6875, 'z': -37.75}",2
26651,1650215192.562,"19:06:32,562000",3127,4977,836,0.016,0.063,-0.003,55,0,953,"{'x': 0.0625, 'y': -0.125, 'z': -0.0625}","{'x': 0.375, 'y': 7.1875, 'z': -15.375}",2
26660,1650215192.632,"19:06:32,632000",3399,4321,1315,4.838,0.07,-0.028,26,-79,1119,"{'x': -16.5625, 'y': 0.875, 'z': 0.125}","{'x': 16.25, 'y': -1.5, 'z': -38.5625}",2
26651,1650215192.709,"19:06:32,709000",3132,4976,836,0.016,0.063,-0.003,58,2,953,"{'x': -0.0625, 'y': -0.25, 'z': 0}","{'x': 0.375, 'y': 7.5625, 'z': -16.1875}",2
26660,1650215192.779,"19:06:32,779000",3399,4321,1315,4.805,0.057,-0.052,11,111,848,"{'x': -6.8125, 'y': 4.375, 'z': 21.5}","{'x': 17.375, 'y': -2.25, 'z': -38.0625}",2
26651,1650215192.86,"19:06:32,860000",3136,4976,841,0.016,0.063,-0.003,56,0,950,"{'x': 15.9375, 'y': 0, 'z': 0.0625}","{'x': 0.75, 'y': 8.25, 'z': -15.75}",2
26660,1650215192.94,"19:06:32,940000",3460,4466,1285,4.755,0.052,-0.051,29,42,1056,"{'x': 7.0625, 'y': 4, 'z': 19.4375}","{'x': 17, 'y': -3.75, 'z': -36.6875}",2
26651,1650215193.017,"19:06:33,017000",3136,4976,820,0.016,0.063,-0.003,54,-2,953,"{'x': -0.375, 'y': 0.25, 'z': 0.0625}","{'x': 1.1875, 'y': 6.75, 'z': -17}",2
26660,1650215193.091,"19:06:33,091000",3510,4609,1264,4.675,0.048,-0.05,-54,-181,1258,"{'x': -42.375, 'y': 14.4375, 'z': 42.875}","{'x': 17, 'y': -4.75, 'z': -39.0625}",2
26651,1650215193.161,"19:06:33,161000",3138,4975,825,0.016,0.063,-0.003,58,5,953,"{'x': -0.1875, 'y': 0.25, 'z': 0.0625}","{'x': 1.1875, 'y': 7.5625, 'z': -16.1875}",2
26660,1650215193.231,"19:06:33,231000",3532,4755,1238,4.557,0.038,-0.053,-31,7,1009,"{'x': -25.875, 'y': -4.9375, 'z': 38.9375}","{'x': 17.75, 'y': -7.0625, 'z': -37.5}",2
26651,1650215193.325,"19:06:33,325000",3146,4971,844,0.016,0.063,-0.003,56,2,950,"{'x': 0, 'y': -0.125, 'z': 0.125}","{'x': 0.375, 'y': 7.5625, 'z': -16.1875}",2
26660,1650215193.396,"19:06:33,396000",3538,4891,1236,4.481,0.059,-0.057,47,154,832,"{'x': -6.1875, 'y': 1.6875, 'z': 20.1875}","{'x': 17, 'y': -7.75, 'z': -37.875}",2
26651,1650215193.477,"19:06:33,477000",3151,4968,853,0.016,0.063,-0.003,56,0,952,"{'x': -0.0625, 'y': -0.1875, 'z': -0.0625}","{'x': 0.75, 'y': 7.875, 'z': -16.1875}",2
26660,1650215193.557,"19:06:33,557000",3539,5032,1240,4.442,0.07,-0.05,43,126,1018,"{'x': 5.125, 'y': -7, 'z': 12.0625}","{'x': 15.875, 'y': -9.25, 'z': -37.875}",2
26651,1650215193.637,"19:06:33,637000",3148,4965,836,0.016,0.063,-0.003,57,1,955,"{'x': -0.0625, 'y': 0.0625, 'z': -0.125}","{'x': 1.1875, 'y': 7.1875, 'z': -16.1875}",2
26660,1650215193.71,"19:06:33,710000",3535,5175,1221,4.424,0.089,-0.068,116,-38,1120,"{'x': -22.375, 'y': -11.4375, 'z': 1.1875}","{'x': 14.75, 'y': -11.0625, 'z': -38.6875}",2
26651,1650215193.781,"19:06:33,781000",3152,4965,833,0.016,0.063,-0.003,56,1,954,"{'x': -0.1875, 'y': -0.0625, 'z': 0.0625}","{'x': 0.375, 'y': 7.1875, 'z': -16.1875}",2
26660,1650215193.862,"19:06:33,862000",3526,5323,1205,4.409,0.087,-0.08,136,174,846,"{'x': -12.6875, 'y': -0.375, 'z': -1.3125}","{'x': 14.375, 'y': -11.875, 'z': -38}",2
26651,1650215193.933,"19:06:33,933000",3151,4964,829,0.016,0.063,-0.003,57,1,957,"{'x': 0.25, 'y': -0.25, 'z': -0.125}","{'x': 0.75, 'y': 7.5625, 'z': -17}",2
26660,1650215194.005,"19:06:34,005000",3469,5460,1115,4.424,0.072,-0.07,40,132,731,"{'x': 19.3125, 'y': 0.9375, 'z': 2.5}","{'x': 14.75, 'y': -9.6875, 'z': -38.75}",2
26651,1650215194.093,"19:06:34,093000",3151,4966,843,0.016,0.063,-0.003,55,0,955,"{'x': 0.125, 'y': 0, 'z': -0.1875}","{'x': 1.5625, 'y': 7.875, 'z': -16.1875}",2
26660,1650215194.154,"19:06:34,154000",3409,5594,994,4.394,0.075,-0.041,31,79,1074,"{'x': -7.1875, 'y': 2.625, 'z': 11}","{'x': 15.875, 'y': -11.0625, 'z': -37.5625}",2
26651,1650215194.233,"19:06:34,233000",3153,4965,841,0.016,0.063,-0.003,56,1,953,"{'x': 0.0625, 'y': -0.0625, 'z': 0}","{'x': 0, 'y': 7.5625, 'z': -16.1875}",2
26660,1650215194.318,"19:06:34,318000",3352,5726,957,4.346,0.069,-0.07,7,153,943,"{'x': 13.3125, 'y': 5.5625, 'z': 23.5625}","{'x': 14, 'y': -11.5, 'z': -38.75}",2
26651,1650215194.4,"19:06:34,400000",3155,4964,846,0.016,0.063,-0.003,58,4,954,"{'x': 0.125, 'y': 0.0625, 'z': 0}","{'x': 0.75, 'y': 6.75, 'z': -17.375}",2
26660,1650215194.471,"19:06:34,471000",3302,5860,944,4.259,0.069,-0.059,-69,87,746,"{'x': 34.375, 'y': 15.8125, 'z': 49.75}","{'x': 13.5625, 'y': -12.1875, 'z': -38.375}",2
26651,1650215194.553,"19:06:34,553000",3156,4962,826,0.016,0.063,-0.003,56,2,954,"{'x': 0.1875, 'y': -0.125, 'z': 0}","{'x': 0, 'y': 7.5625, 'z': -15.75}",2
26660,1650215194.629,"19:06:34,629000",3260,5997,955,4.115,0.068,-0.049,48,79,910,"{'x': 25.25, 'y': 1.5, 'z': 38.875}","{'x': 12.875, 'y': -14.0625, 'z': -37.5625}",2
26651,1650215194.699,"19:06:34,699000",3157,4960,826,0.016,0.063,-0.003,55,0,957,"{'x': 0.1875, 'y': -0.0625, 'z': 0}","{'x': 0.375, 'y': 7.5625, 'z': -15.25}",2
26660,1650215194.769,"19:06:34,769000",3205,6109,986,4.045,0.064,-0.057,39,68,973,"{'x': 2.5625, 'y': -0.3125, 'z': 24.8125}","{'x': 11.75, 'y': -16, 'z': -37.6875}",2
26651,1650215194.86,"19:06:34,860000",3146,4957,799,0.016,0.063,-0.003,57,0,953,"{'x': 0.125, 'y': 0.0625, 'z': -0.0625}","{'x': 0.75, 'y': 7.1875, 'z': -15.75}",2
26660,1650215194.928,"19:06:34,928000",3152,6201,1011,3.994,0.058,-0.061,-5,179,1023,"{'x': -4.375, 'y': 8.5, 'z': 15.8125}","{'x': 10.25, 'y': -17.0625, 'z': -37.6875}",2
26651,1650215195.029,"19:06:35,029000",3138,4955,782,0.016,0.063,-0.003,56,2,953,"{'x': -0.0625, 'y': 0, 'z': 0}","{'x': 1.1875, 'y': 8.6875, 'z': -16.1875}",2
26660,1650215195.106,"19:06:35,106000",3101,6285,1039,3.959,0.059,-0.079,54,123,775,"{'x': -1.6875, 'y': 5.875, 'z': 21.4375}","{'x': 10.25, 'y': -16.375, 'z': -37.6875}",2
26651,1650215195.189,"19:06:35,189000",3135,4955,761,0.016,0.063,-0.003,59,2,954,"{'x': 0.375, 'y': -0.1875, 'z': 0.3125}","{'x': 0.75, 'y': 6.75, 'z': -15.75}",2
26660,1650215195.254,"19:06:35,254000",3046,6362,1057,3.892,0.059,-0.074,29,184,730,"{'x': 8.8125, 'y': 7.8125, 'z': 16.1875}","{'x': 9.1875, 'y': -17.875, 'z': -35.5625}",2
26651,1650215195.346,"19:06:35,346000",3135,4955,761,0.016,0.063,-0.003,57,2,954,"{'x': -0.3125, 'y': 0.25, 'z': -0.0625}","{'x': 0.375, 'y': 7.5625, 'z': -17.375}",2
26660,1650215195.422,"19:06:35,422000",2986,6437,1083,3.83,0.057,-0.044,33,66,1040,"{'x': -8.75, 'y': -3.0625, 'z': 24.9375}","{'x': 9.1875, 'y': -18.1875, 'z': -36.75}",2
26651,1650215195.505,"19:06:35,505000",3138,4957,750,0.016,0.063,-0.003,56,1,952,"{'x': -0.375, 'y': 0.3125, 'z': 0}","{'x': 0.75, 'y': 7.1875, 'z': -15.375}",2
26660,1650215195.585,"19:06:35,585000",2929,6515,1085,3.747,0.059,-0.072,-91,132,863,"{'x': 0.3125, 'y': 4.875, 'z': 47.25}","{'x': 7.25, 'y': -19.25, 'z': -36}",2
26651,1650215195.675,"19:06:35,675000",3134,4958,749,0.016,0.063,-0.003,56,2,953,"{'x': -0.25, 'y': 0, 'z': -0.1875}","{'x': 0.75, 'y': 7.875, 'z': -16.5625}",2
26660,1650215195.756,"19:06:35,756000",2865,6582,1102,3.558,0.062,-0.067,-6,127,891,"{'x': -16.3125, 'y': -2.125, 'z': 65.4375}","{'x': 5.375, 'y': -19.6875, 'z': -37.5625}",2
26651,1650215195.836,"19:06:35,836000",3134,4957,758,0.016,0.063,-0.003,55,2,954,"{'x': 0.125, 'y': -0.0625, 'z': 0.125}","{'x': 1.5625, 'y': 7.1875, 'z': -16.5625}",2
26660,1650215195.918,"19:06:35,918000",2792,6644,1119,3.425,0.059,-0.072,12,198,719,"{'x': -1, 'y': 2.1875, 'z': 31.5625}","{'x': 1.75, 'y': -20.375, 'z': -36}",2
26651,1650215195.996,"19:06:35,996000",3136,4956,773,0.016,0.063,-0.003,56,1,954,"{'x': -0.0625, 'y': 0.0625, 'z': 0}","{'x': 0.75, 'y': 7.1875, 'z': -16.5625}",2
26660,1650215196.07,"19:06:36,070000",2705,6694,1132,3.363,0.07,-0.055,64,103,1025,"{'x': 11.125, 'y': -10.3125, 'z': 25.8125}","{'x': -0.5, 'y': -21.5625, 'z': -36.6875}",2
26651,1650215196.158,"19:06:36,158000",3138,4955,777,0.016,0.063,-0.003,58,0,957,"{'x': -0.1875, 'y': 0, 'z': 0}","{'x': 0.375, 'y': 8.25, 'z': -16.1875}",2
26660,1650215196.226,"19:06:36,226000",2656,6746,1235,3.322,0.073,-0.021,58,-112,1120,"{'x': 29.875, 'y': 0.8125, 'z': 19.125}","{'x': -2, 'y': -21.1875, 'z': -36}",2
26651,1650215196.309,"19:06:36,309000",3139,4954,784,0.016,0.063,-0.003,56,0,954,"{'x': 0.125, 'y': -0.0625, 'z': 0.0625}","{'x': 0.75, 'y': 6.75, 'z': -15.75}",2
26651,1650215196.513,"19:06:36,513000",3141,4953,801,0.016,0.063,-0.003,57,0,955,"{'x': 0.0625, 'y': 0, 'z': 0}","{'x': 1.1875, 'y': 7.875, 'z': -16.5625}",2
26660,1650215196.596,"19:06:36,596000",2598,6788,1355,3.204,0.05,-0.017,10,62,1058,"{'x': -6.0625, 'y': 1.3125, 'z': 21.875}","{'x': -2.375, 'y': -20.375, 'z': -36.75}",2
26651,1650215196.683,"19:06:36,683000",3141,4954,806,0.016,0.063,-0.003,55,2,954,"{'x': 0.125, 'y': 0.1875, 'z': -0.0625}","{'x': 1.1875, 'y': 7.5625, 'z': -16.1875}",2
26660,1650215196.748,"19:06:36,748000",2500,6821,1405,3.122,0.035,-0.056,-13,118,963,"{'x': 23.5, 'y': 1.9375, 'z': 34.125}","{'x': -3.5, 'y': -19.6875, 'z': -35.75}",2
26651,1650215196.838,"19:06:36,838000",3137,4956,819,0.016,0.063,-0.003,56,2,953,"{'x': -0.1875, 'y': 0, 'z': 0.0625}","{'x': 0.375, 'y': 7.875, 'z': -16.1875}",2
